production_id,machine_id,product_id,production_datetime,shift,planned_units,produced_units,defective_units
PR00435,M018,P008,2025-03-09 22:15:00,C,815,710,33
PR00436,M010,P015,2025-10-20 21:45:00,B,990,938,48
PR00437,M006,P005,2025-01-07 16:00:00,C,325,290,6
PR00438,M012,P014,2025-05-09 04:00:00,B,602,482,17
PR00439,M010,P012,2025-02-22 19:15:00,C,962,892,44
PR00440,M011,P009,2025-01-25 12:45:00,A,726,834,49
PR00441,M012,P013,2025-01-07 23:30:00,C,507,492,25
PR00442,M003,P003,2025-10-07 23:15:00,A,498,342,5
PR00443,M009,P001,2025-09-21 03:45:00,B,341,281,10
PR00444,M002,P013,2025-08-27 22:15:00,C,340,257,6
PR00445,M017,P004,2025-11-12 21:30:00,A,802,793,35
PR00446,M012,P004,2025-09-24 02:15:00,A,725,660,18
PR00447,M018,P014,2025-12-06 10:30:00,C,669,599,19
PR00448,M020,P004,2025-01-05 03:30:00,A,756,595,24
PR00449,M012,P009,2025-12-16 10:45:00,C,416,330,18
PR00450,M017,P002,2025-08-17 15:00:00,A,603,622,10
PR00451,M014,P014,2025-03-27 17:00:00,A,941,671,35
PR00452,M005,P001,2025-04-16 17:45:00,B,962,923,8
PR00453,M008,P015,2025-06-19 01:00:00,B,375,290,11
PR00454,M013,P011,2025-07-28 12:45:00,A,945,775,17
PR00455,M010,P013,2025-10-01 00:00:00,C,899,681,22
PR00456,M013,P014,2025-06-04 19:00:00,C,588,558,16
PR00457,M010,P011,2025-01-16 15:15:00,A,846,675,35
PR00458,M004,P001,2025-06-02 21:30:00,A,311,223,8
PR00459,M012,P004,2025-10-21 19:45:00,B,850,800,37
PR00460,M009,P004,2025-11-27 16:15:00,A,464,377,15
PR00461,M004,P004,2025-04-03 21:00:00,C,862,736,6
PR00462,M004,P005,2025-10-25 15:30:00,C,665,501,21
PR00463,M019,P010,2025-02-05 06:30:00,B,797,681,25
PR00464,M014,P005,2025-06-11 13:15:00,B,304,233,11
PR00465,M006,P011,2025-03-10 21:30:00,C,791,682,24
PR00466,M003,P012,2025-02-11 08:15:00,A,851,696,32
PR00467,M009,P009,2025-01-10 16:00:00,C,895,834,6
PR00468,M019,P012,2025-08-30 20:15:00,B,674,556,30
PR00469,M020,P011,2025-03-10 14:00:00,A,706,627,36
PR00470,M005,P012,2025-09-21 04:45:00,C,463,365,21
PR00471,M007,P009,2025-09-05 11:00:00,B,524,524,9
PR00472,M004,P012,2025-07-18 15:45:00,C,347,282,11
PR00473,M003,P009,2025-11-21 08:30:00,B,892,841,21
PR00474,M016,P015,2025-07-12 07:45:00,C,661,716,17
PR00475,M006,P003,2025-01-04 16:15:00,B,750,629,10
PR00476,M004,P008,2025-11-05 22:00:00,C,976,807,40
PR00477,M019,P010,2025-09-03 15:15:00,A,904,707,5
PR00478,M006,P009,2025-03-10 20:00:00,B,886,678,10
PR00479,M016,P014,2025-11-03 18:00:00,B,977,1015,39
PR00480,M006,P010,2025-03-29 07:45:00,C,915,698,26
PR00481,M005,P002,2025-09-19 08:15:00,A,650,673,17
PR00482,M020,P010,2025-04-14 16:45:00,A,453,417,6
PR00483,M014,P009,2025-09-30 16:00:00,B,395,385,19
PR00484,M013,P006,2025-07-09 01:45:00,C,534,600,19
PR00485,M010,P010,2025-12-23 18:00:00,C,735,539,28
PR00486,M019,P009,2025-07-29 08:15:00,A,305,301,15
PR00487,M014,P011,2025-09-24 00:45:00,C,970,782,8
PR00488,M013,P013,2025-05-10 08:45:00,A,878,714,14
PR00489,M012,P013,2025-07-31 17:45:00,C,483,387,8
PR00490,M006,P002,2025-07-23 23:15:00,A,975,735,13
PR00491,M001,P013,2025-09-18 12:30:00,A,863,808,21
PR00492,M003,P010,2025-03-16 15:45:00,A,390,279,5
PR00493,M001,P004,2025-07-16 12:30:00,C,911,678,22
PR00494,M008,P010,2025-09-23 09:15:00,A,334,313,10
PR00495,M013,P006,2025-12-12 01:30:00,C,544,535,11
PR00496,M003,P009,2025-07-22 12:15:00,B,830,600,26
PR00497,M013,P010,2025-10-14 18:30:00,A,655,691,11
PR00498,M010,P006,2025-05-14 05:45:00,A,818,667,6
PR00499,M015,P011,2025-09-20 08:30:00,B,753,749,35
PR00500,M008,P011,2025-10-28 00:45:00,C,419,317,8
PR00501,M003,P007,2025-04-28 10:45:00,C,661,665,12
PR00502,M019,P005,2025-06-25 02:15:00,A,787,660,11
PR00503,M008,P014,2025-12-16 06:45:00,C,504,407,7
PR00504,M016,P010,2025-07-02 04:00:00,A,422,471,20
PR00505,M009,P008,2025-10-05 01:45:00,A,680,540,29
PR00506,M017,P013,2025-09-19 08:45:00,B,527,527,6
PR00507,M004,P012,2025-09-02 17:00:00,C,814,727,22
PR00508,M004,P006,2025-08-24 10:00:00,B,312,254,7
PR00509,M006,P008,2025-11-10 08:15:00,B,861,691,16
PR00510,M006,P010,2025-04-18 13:30:00,A,673,779,16
PR00511,M007,P003,2025-10-22 21:15:00,C,402,409,21
PR00512,M017,P009,2025-03-18 15:00:00,C,480,376,5
PR00513,M002,P004,2025-06-11 15:30:00,B,556,481,21
PR00514,M012,P009,2025-09-01 20:00:00,C,760,736,14
PR00515,M019,P011,2025-05-12 11:00:00,C,721,611,10
PR00516,M015,P015,2025-10-03 05:30:00,A,663,488,16
PR00517,M011,P007,2025-07-15 19:30:00,C,774,746,37
PR00518,M011,P006,2025-11-10 18:45:00,C,373,296,7
PR00519,M012,P012,2025-05-30 22:30:00,C,919,870,46
PR00520,M008,P011,2025-09-24 14:45:00,B,471,408,3
PR00521,M018,P001,2025-12-25 23:00:00,A,515,412,22
PR00522,M013,P005,2025-07-23 16:00:00,A,406,338,5
PR00523,M012,P014,2025-05-07 23:30:00,B,753,757,5
PR00524,M018,P003,2025-09-01 14:30:00,C,861,807,47
PR00525,M008,P013,2025-11-02 14:45:00,A,836,720,23
PR00526,M001,P009,2025-08-15 09:30:00,A,722,571,12
PR00527,M001,P013,2025-06-26 09:45:00,B,847,687,21
PR00528,M018,P007,2025-05-30 19:15:00,B,307,242,4
PR00529,M020,P013,2025-05-08 05:45:00,C,687,592,20
PR00530,M014,P004,2025-12-17 08:30:00,A,964,975,48
PR00531,M007,P006,2025-04-04 04:30:00,A,413,371,15
PR00532,M005,P012,2025-03-19 01:00:00,B,490,506,10
PR00533,M016,P006,2025-01-05 07:00:00,B,454,337,16
PR00534,M002,P005,2025-12-23 01:30:00,B,382,427,24
PR00535,M004,P013,2025-02-06 17:45:00,C,485,418,21
PR00536,M015,P012,2025-05-08 12:45:00,A,553,491,3
PR00537,M002,P012,2025-09-24 21:15:00,C,784,754,10
PR00538,M002,P014,2025-09-24 03:30:00,C,792,732,12
PR00539,M013,P013,2025-04-22 03:15:00,A,948,893,33
PR00540,M008,P003,2025-01-05 01:45:00,B,910,712,34
PR00541,M004,P003,2025-02-16 21:30:00,B,940,685,24
PR00542,M013,P006,2025-04-30 10:30:00,C,749,753,5
PR00543,M019,P003,2025-03-10 08:00:00,C,796,735,23
PR00544,M018,P003,2025-06-28 10:45:00,A,581,584,22
PR00545,M017,P007,2025-09-29 04:45:00,C,602,574,27
PR00546,M018,P014,2025-04-05 00:30:00,B,935,744,33
PR00547,M004,P009,2025-04-08 16:45:00,C,864,663,15
PR00548,M016,P004,2025-02-04 01:15:00,A,482,534,9
PR00549,M008,P010,2025-01-17 18:45:00,C,973,839,6
PR00550,M003,P008,2025-02-06 00:15:00,C,971,838,45
PR00551,M003,P014,2025-02-01 11:45:00,B,677,726,25
PR00552,M007,P004,2025-02-09 06:00:00,C,403,413,14
PR00553,M012,P011,2025-12-03 07:15:00,B,871,848,34
PR00554,M013,P009,2025-12-26 21:45:00,B,406,325,5
PR00555,M014,P013,2025-12-03 05:45:00,C,660,577,30
PR00556,M013,P013,2025-08-09 23:30:00,C,923,708,25
PR00557,M001,P009,2025-05-11 11:45:00,A,758,817,17
PR00558,M009,P015,2025-06-04 00:30:00,C,527,420,9
PR00559,M019,P004,2025-09-19 17:15:00,A,396,279,7
PR00560,M003,P012,2025-05-12 09:00:00,B,884,779,43
PR00561,M019,P007,2025-09-05 05:45:00,A,890,945,7
PR00562,M008,P012,2025-01-29 10:30:00,C,744,676,36
PR00563,M017,P012,2025-11-05 00:45:00,A,355,337,4
PR00564,M003,P004,2025-03-20 01:45:00,B,756,760,28
PR00565,M009,P002,2025-05-29 12:15:00,B,435,309,11
PR00566,M013,P011,2025-09-14 13:15:00,C,438,400,6
PR00567,M003,P002,2025-04-11 17:15:00,C,548,414,23
PR00568,M001,P013,2025-07-31 13:30:00,B,656,487,12
PR00569,M012,P003,2025-03-28 11:45:00,C,938,787,13
PR00570,M010,P001,2025-02-13 03:00:00,B,548,600,34
PR00571,M018,P009,2025-12-22 03:30:00,B,760,648,11
PR00572,M017,P001,2025-10-08 15:15:00,B,984,765,28
PR00573,M001,P002,2025-03-29 01:30:00,B,505,499,20
PR00574,M013,P004,2025-12-05 08:30:00,B,410,290,15
PR00575,M015,P009,2025-09-18 22:00:00,C,623,545,9
PR00576,M006,P001,2025-01-12 01:15:00,B,842,690,22
PR00577,M002,P011,2025-12-17 11:30:00,B,940,876,18
PR00578,M005,P002,2025-07-18 00:30:00,C,530,408,22
PR00579,M011,P008,2025-07-15 16:15:00,C,727,640,35
PR00580,M005,P005,2025-03-09 06:15:00,C,894,894,44
PR00581,M006,P006,2025-12-28 16:15:00,A,740,817,46
PR00582,M001,P013,2025-10-13 17:00:00,B,488,404,22
PR00583,M005,P013,2025-07-31 13:30:00,A,753,766,35
PR00584,M009,P010,2025-02-24 04:15:00,C,326,279,11
PR00585,M017,P014,2025-11-10 07:15:00,C,536,485,15
PR00586,M005,P003,2025-08-29 22:30:00,A,488,542,17
PR00587,M007,P013,2025-04-26 01:45:00,A,315,355,15
PR00588,M015,P015,2025-02-03 05:45:00,A,931,827,19
PR00589,M019,P010,2025-08-07 12:00:00,C,922,886,34
PR00590,M002,P015,2025-09-26 20:00:00,A,833,653,20
PR00591,M010,P008,2025-09-23 17:45:00,B,340,264,2
PR00592,M002,P012,2025-06-05 09:45:00,C,470,405,16
PR00593,M018,P003,2025-03-14 14:45:00,B,392,430,24
PR00594,M007,P015,2025-07-31 10:45:00,B,325,295,11
PR00595,M004,P012,2025-02-16 08:30:00,B,964,1025,12
PR00596,M017,P010,2025-11-21 11:00:00,A,836,761,34
PR00597,M005,P003,2025-07-13 17:45:00,A,344,381,16
PR00598,M015,P005,2025-04-02 22:00:00,C,729,582,26
PR00599,M016,P009,2025-04-03 03:15:00,A,507,366,12
PR00600,M014,P008,2025-11-08 15:15:00,A,522,481,15
PR00601,M007,P001,2025-11-04 19:00:00,A,550,562,28
PR00602,M019,P014,2025-03-17 01:30:00,C,337,309,2
PR00603,M020,P010,2025-06-02 10:00:00,C,350,286,6
PR00604,M012,P015,2025-04-01 14:30:00,B,336,252,5
PR00605,M014,P009,2025-02-04 13:00:00,A,599,583,13
PR00606,M017,P002,2025-12-23 06:00:00,B,411,429,25
PR00607,M012,P015,2025-12-19 19:30:00,A,737,675,40
PR00608,M006,P015,2025-11-11 18:45:00,C,832,857,28
PR00609,M007,P013,2025-04-30 22:30:00,C,498,407,5
PR00610,M007,P001,2025-08-01 13:00:00,C,641,550,27
PR00611,M001,P002,2025-04-14 22:30:00,C,560,548,13
PR00612,M006,P004,2025-06-20 10:45:00,B,882,870,6
PR00613,M018,P015,2025-06-23 21:45:00,B,785,766,30
PR00614,M011,P009,2025-08-25 13:00:00,C,833,658,30
PR00615,M013,P011,2025-01-10 06:30:00,C,662,532,13
PR00616,M010,P012,2025-03-26 18:45:00,B,491,513,27
PR00617,M010,P004,2025-12-30 01:30:00,C,723,567,29
PR00618,M003,P008,2025-06-04 05:00:00,C,683,661,32
PR00619,M011,P003,2025-01-13 15:15:00,A,494,345,8
PR00620,M017,P002,2025-09-22 21:15:00,A,510,508,15
PR00621,M010,P001,2025-06-09 01:00:00,C,641,610,25
PR00622,M018,P006,2025-06-09 20:15:00,B,628,510,11
PR00623,M004,P004,2025-12-10 03:30:00,C,452,417,15
PR00624,M010,P010,2025-06-29 17:30:00,A,577,503,22
PR00625,M002,P002,2025-03-29 02:30:00,B,927,954,6
PR00626,M019,P011,2025-01-28 02:45:00,C,701,547,21
PR00627,M003,P015,2025-12-25 14:30:00,B,619,539,27
PR00628,M015,P008,2025-10-18 04:00:00,A,779,644,14
PR00629,M011,P008,2025-04-25 04:30:00,B,672,563,27
PR00630,M006,P005,2025-01-16 02:45:00,B,415,302,9
PR00631,M003,P013,2025-11-06 18:15:00,B,820,647,15
PR00632,M018,P003,2025-09-30 14:45:00,B,904,728,28
PR00633,M011,P009,2025-07-16 02:30:00,C,513,468,14
PR00634,M020,P008,2025-05-01 05:00:00,B,887,873,10
PR00635,M020,P013,2025-10-12 03:45:00,B,480,360,15
PR00636,M019,P015,2025-06-17 15:00:00,C,392,339,4
PR00637,M011,P005,2025-01-01 04:15:00,C,763,660,10
PR00638,M020,P009,2025-12-14 09:45:00,B,652,731,27
PR00639,M012,P002,2025-03-07 09:00:00,B,678,710,25
PR00640,M013,P007,2025-01-16 07:45:00,B,904,779,18
PR00641,M012,P014,2025-08-11 17:15:00,B,978,794,41
PR00642,M005,P012,2025-03-20 09:15:00,B,437,351,14
PR00643,M020,P015,2025-12-03 13:15:00,B,386,321,17
PR00644,M013,P006,2025-11-16 05:45:00,A,821,651,33
PR00645,M018,P010,2025-04-06 13:00:00,B,891,795,16
PR00646,M003,P003,2025-01-18 01:45:00,C,677,460,14
PR00647,M003,P011,2025-09-27 08:45:00,C,829,632,20
PR00648,M001,P008,2025-10-04 18:30:00,B,927,675,16
PR00649,M020,P012,2025-09-20 15:30:00,B,731,648,9
PR00650,M002,P011,2025-10-16 08:00:00,B,944,836,12
PR00651,M005,P010,2025-11-16 00:30:00,B,796,528,11
PR00652,M005,P011,2025-05-21 08:00:00,B,414,386,21
PR00653,M003,P003,2025-07-09 05:30:00,C,541,505,12
PR00654,M006,P004,2025-03-20 15:45:00,C,692,491,14
PR00655,M018,P004,2025-06-26 01:30:00,B,418,270,8
PR00656,M014,P001,2025-12-16 22:45:00,B,785,648,22
PR00657,M014,P010,2025-08-18 12:30:00,C,842,889,36
PR00658,M019,P007,2025-05-20 10:30:00,B,573,598,11
PR00659,M006,P006,2025-12-12 23:15:00,C,988,932,40
PR00660,M004,P011,2025-01-06 21:00:00,B,369,297,3
PR00661,M007,P010,2025-06-29 07:30:00,C,557,455,26
PR00662,M019,P013,2025-03-04 22:00:00,A,388,401,5
PR00663,M009,P013,2025-02-26 22:15:00,B,559,454,14
PR00664,M002,P007,2025-12-21 21:30:00,B,563,426,4
PR00665,M013,P003,2025-06-20 01:30:00,C,571,536,9
PR00666,M004,P015,2025-09-09 03:15:00,B,853,891,15
PR00667,M016,P003,2025-05-13 03:00:00,C,374,270,2
PR00668,M011,P015,2025-11-24 00:00:00,B,980,783,10
PR00669,M018,P004,2025-10-22 00:45:00,A,789,726,35
PR00670,M012,P006,2025-07-16 22:45:00,C,424,341,19
PR00671,M011,P002,2025-06-05 12:00:00,B,947,1002,52
PR00672,M007,P005,2025-05-29 20:15:00,C,480,415,24
PR00673,M007,P001,2025-07-19 03:30:00,C,798,561,7
PR00674,M010,P008,2025-10-31 07:45:00,C,698,476,17
PR00675,M017,P008,2025-08-19 00:00:00,C,647,481,6
PR00676,M001,P008,2025-10-02 04:15:00,C,373,263,3
PR00677,M015,P010,2025-01-24 07:15:00,A,314,274,13
PR00678,M008,P002,2025-10-30 02:00:00,A,416,383,19
PR00679,M007,P013,2025-08-07 10:45:00,A,632,465,11
PR00680,M014,P003,2025-10-31 05:30:00,C,364,238,3
PR00681,M020,P007,2025-07-09 17:15:00,A,749,589,29
PR00682,M019,P015,2025-01-09 15:00:00,B,306,212,12
PR00683,M006,P010,2025-08-02 22:45:00,C,429,314,9
PR00684,M010,P006,2025-01-20 19:15:00,B,811,730,7
PR00685,M018,P009,2025-01-03 17:15:00,A,496,363,9
PR00686,M005,P011,2025-08-26 20:15:00,B,583,428,5
PR00687,M009,P006,2025-09-12 05:15:00,C,986,1069,18
PR00688,M001,P008,2025-08-21 01:00:00,C,353,383,6
PR00689,M011,P004,2025-03-01 02:15:00,A,755,694,29
PR00690,M013,P015,2025-06-16 07:00:00,A,542,555,29
PR00691,M013,P006,2025-02-07 15:45:00,A,355,419,13
PR00692,M011,P003,2025-08-23 23:15:00,A,947,867,17
PR00693,M011,P004,2025-12-21 18:00:00,B,587,475,7
PR00694,M003,P007,2025-11-06 05:15:00,C,891,922,48
PR00695,M011,P007,2025-09-08 06:45:00,C,773,627,12
PR00696,M002,P001,2025-04-24 18:15:00,B,887,869,24
PR00697,M016,P004,2025-09-16 01:45:00,A,843,746,8
PR00698,M003,P001,2025-10-13 00:45:00,B,523,351,7
PR00699,M005,P014,2025-12-09 09:15:00,C,770,792,24
PR00700,M003,P007,2025-07-27 05:30:00,C,941,827,33
PR00701,M007,P013,2025-06-20 16:00:00,C,603,516,18
PR00702,M012,P015,2025-02-11 19:30:00,A,356,406,22
PR00703,M003,P009,2025-02-26 12:30:00,C,776,717,26
PR00704,M019,P014,2025-04-15 04:30:00,C,544,514,21
PR00705,M003,P006,2025-04-18 23:15:00,B,628,526,11
PR00706,M018,P015,2025-08-20 15:00:00,B,781,814,34
PR00707,M015,P002,2025-08-20 19:30:00,A,989,1079,9
PR00708,M005,P008,2025-07-20 05:30:00,A,378,209,4
PR00709,M014,P008,2025-04-15 16:00:00,C,600,489,15
PR00710,M008,P014,2025-11-27 00:30:00,C,493,292,15
PR00711,M017,P014,2025-11-27 10:45:00,C,892,733,28
PR00712,M006,P013,2025-08-16 14:30:00,B,880,651,32
PR00713,M006,P010,2025-04-27 15:30:00,A,595,625,19
PR00714,M005,P003,2025-12-31 17:30:00,A,486,530,27
PR00715,M002,P011,2025-03-01 01:30:00,B,888,678,24
PR00716,M010,P002,2025-06-26 04:30:00,A,759,716,10
PR00717,M017,P006,2025-07-27 15:15:00,C,769,862,30
PR00718,M019,P011,2025-12-28 09:45:00,A,596,714,33
PR00719,M018,P002,2025-10-17 23:45:00,B,646,617,8
PR00720,M020,P011,2025-01-13 12:15:00,A,756,567,13
PR00721,M003,P009,2025-10-26 16:15:00,B,584,521,22
PR00722,M012,P007,2025-04-10 15:30:00,A,917,894,51
PR00723,M018,P002,2025-08-07 11:45:00,A,681,476,14
PR00724,M014,P012,2025-08-16 23:45:00,B,753,645,32
PR00725,M003,P015,2025-03-13 18:00:00,C,447,286,17
PR00726,M006,P009,2025-07-12 02:00:00,B,719,694,14
PR00727,M010,P014,2025-12-30 18:15:00,C,504,364,3
PR00728,M009,P005,2025-06-05 15:45:00,C,529,416,2
PR00729,M008,P001,2025-11-22 15:00:00,A,969,925,51
PR00730,M019,P007,2025-05-22 15:00:00,B,913,924,34
PR00731,M019,P001,2025-11-18 21:45:00,A,422,360,7
PR00732,M014,P011,2025-06-13 14:15:00,B,665,511,10
PR00733,M004,P010,2025-01-25 09:30:00,A,842,820,32
PR00734,M012,P002,2025-10-06 10:30:00,C,608,508,22
PR00735,M006,P002,2025-10-24 11:15:00,A,313,229,6
PR00736,M017,P014,2025-03-21 16:15:00,C,492,555,20
PR00737,M016,P006,2025-12-31 17:00:00,B,727,701,39
PR00738,M011,P003,2025-12-20 11:15:00,C,752,812,31
PR00739,M007,P003,2025-06-05 00:00:00,A,527,386,8
PR00740,M014,P001,2025-08-06 22:00:00,A,379,225,7
PR00741,M004,P013,2025-02-25 01:00:00,A,780,595,25
PR00742,M005,P014,2025-11-05 06:15:00,C,489,483,3
PR00743,M019,P002,2025-05-23 18:30:00,A,660,457,8
PR00744,M018,P001,2025-10-24 00:15:00,C,496,529,8
PR00745,M012,P007,2025-02-20 06:45:00,B,675,676,7
PR00746,M004,P008,2025-04-20 16:15:00,A,717,593,35
PR00747,M004,P007,2025-09-24 04:45:00,B,669,642,15
PR00748,M014,P004,2025-08-22 19:30:00,A,754,601,16
PR00749,M017,P011,2025-09-01 21:30:00,C,483,326,9
PR00750,M004,P012,2025-02-13 03:15:00,A,704,562,21
PR00751,M014,P012,2025-02-03 11:15:00,B,646,532,9
PR00752,M020,P007,2025-05-23 22:30:00,B,959,987,24
PR00753,M005,P001,2025-09-19 08:15:00,A,765,580,23
PR00754,M020,P011,2025-01-28 02:45:00,B,994,766,11
PR00755,M010,P011,2025-03-20 09:00:00,B,378,322,10
PR00756,M018,P001,2025-09-09 16:30:00,A,855,716,37
PR00757,M018,P011,2025-08-09 03:45:00,B,760,606,4
PR00758,M016,P013,2025-12-28 05:45:00,A,741,597,26
PR00759,M006,P009,2025-10-19 21:45:00,A,975,858,31
PR00760,M012,P013,2025-07-20 08:45:00,B,905,958,37
PR00761,M001,P013,2025-06-14 01:00:00,C,904,682,31
PR00762,M012,P001,2025-06-24 12:00:00,C,738,595,15
PR00763,M004,P006,2025-05-06 07:15:00,A,963,848,45
PR00764,M019,P009,2025-01-11 17:30:00,B,338,327,17
PR00765,M004,P013,2025-05-17 00:45:00,B,902,638,15
PR00766,M011,P003,2025-02-21 22:15:00,C,644,620,31
PR00767,M018,P004,2025-06-03 11:45:00,B,506,490,25
PR00768,M003,P012,2025-05-16 01:30:00,C,887,717,12
PR00769,M003,P011,2025-02-18 18:30:00,B,579,443,7
PR00770,M013,P005,2025-09-16 09:45:00,C,979,857,14
PR00771,M015,P005,2025-09-21 14:15:00,C,319,279,9
PR00772,M007,P006,2025-09-30 19:45:00,B,879,861,7
PR00773,M007,P014,2025-03-17 07:15:00,B,607,563,31
PR00774,M008,P002,2025-05-17 09:15:00,A,562,581,10
PR00775,M002,P004,2025-04-09 00:15:00,A,617,512,21
PR00776,M018,P003,2025-05-20 04:00:00,C,564,553,11
PR00777,M003,P015,2025-01-22 23:45:00,B,320,261,6
PR00778,M005,P004,2025-07-06 21:00:00,A,706,730,33
PR00779,M016,P015,2025-10-20 23:00:00,A,834,747,25
PR00780,M013,P013,2025-05-02 19:00:00,C,620,491,18
PR00781,M019,P001,2025-05-01 13:15:00,B,447,345,9
PR00782,M008,P005,2025-10-01 11:00:00,A,624,599,19
PR00783,M002,P012,2025-07-05 15:30:00,C,615,494,25
PR00784,M004,P009,2025-05-03 08:45:00,A,616,575,25
PR00785,M008,P005,2025-08-15 12:00:00,A,702,766,43
PR00786,M003,P014,2025-03-24 14:30:00,B,959,816,6
PR00787,M009,P009,2025-08-30 23:45:00,A,640,672,34
PR00788,M006,P011,2025-06-30 13:30:00,B,764,696,33
PR00789,M008,P009,2025-11-25 04:00:00,C,710,547,6
PR00790,M005,P005,2025-11-29 04:45:00,A,627,596,32
PR00791,M019,P004,2025-12-18 18:30:00,A,588,446,24
PR00792,M006,P001,2025-01-12 17:15:00,B,391,430,7
PR00793,M017,P007,2025-11-13 13:30:00,B,452,283,3
PR00794,M009,P005,2025-12-11 15:00:00,C,529,579,9
PR00795,M007,P007,2025-09-11 12:15:00,A,741,669,14
PR00796,M015,P015,2025-07-29 04:00:00,A,597,572,10
PR00797,M007,P012,2025-07-09 18:45:00,B,387,301,13
PR00798,M011,P015,2025-12-29 13:30:00,A,374,305,3
PR00799,M012,P003,2025-08-30 11:00:00,C,305,226,6
PR00800,M011,P015,2025-01-22 18:15:00,B,566,422,14
PR00801,M016,P014,2025-03-09 02:30:00,B,843,736,43
PR00802,M009,P009,2025-07-04 13:30:00,B,569,566,27
PR00803,M015,P001,2025-08-12 05:30:00,A,803,839,35
PR00804,M015,P007,2025-03-18 01:15:00,A,487,413,8
PR00805,M005,P002,2025-09-11 01:45:00,B,665,680,8
PR00806,M009,P010,2025-02-17 06:30:00,C,484,480,22
PR00807,M016,P011,2025-10-27 06:00:00,A,838,868,16
PR00808,M012,P010,2025-06-18 00:30:00,A,997,1141,13
PR00809,M009,P010,2025-06-15 04:00:00,C,383,329,13
PR00810,M019,P003,2025-01-03 10:00:00,A,971,878,26
PR00811,M003,P007,2025-01-25 20:30:00,B,630,633,24
PR00812,M013,P013,2025-04-02 07:45:00,B,391,240,4
PR00813,M020,P003,2025-05-26 20:15:00,B,423,368,20
PR00814,M013,P008,2025-12-07 03:30:00,B,824,598,18
PR00815,M014,P002,2025-10-16 19:45:00,A,392,407,12
PR00816,M005,P015,2025-09-20 10:45:00,B,992,750,32
PR00817,M005,P011,2025-09-27 20:00:00,B,597,586,13
PR00818,M002,P009,2025-05-08 16:45:00,A,602,587,21
PR00819,M019,P002,2025-09-19 13:45:00,C,396,339,8
PR00820,M002,P002,2025-01-09 03:45:00,B,483,421,22
PR00821,M011,P015,2025-12-27 09:30:00,A,901,885,44
PR00822,M014,P009,2025-04-19 05:00:00,A,918,708,30
PR00823,M020,P012,2025-01-03 12:00:00,B,313,192,10
PR00824,M010,P002,2025-06-05 19:30:00,A,989,1063,45
PR00825,M016,P011,2025-03-11 00:15:00,A,414,412,3
PR00826,M003,P005,2025-11-29 07:45:00,B,941,947,33
PR00827,M016,P008,2025-03-17 15:45:00,A,322,292,9
PR00828,M013,P001,2025-08-19 18:15:00,B,506,385,19
PR00829,M010,P001,2025-01-05 03:45:00,B,725,740,26
PR00830,M014,P010,2025-07-24 15:45:00,B,537,478,16
PR00831,M012,P008,2025-10-11 02:30:00,C,963,798,45
PR00832,M015,P004,2025-08-12 00:15:00,C,594,590,18
PR00833,M013,P007,2025-04-23 18:30:00,C,916,932,50
PR00834,M020,P004,2025-12-01 23:30:00,B,783,751,39
PR00835,M014,P008,2025-12-20 23:00:00,B,983,888,28
PR00836,M006,P003,2025-05-01 06:00:00,C,318,288,6
PR00837,M011,P013,2025-01-17 02:30:00,B,740,570,18
PR00838,M020,P011,2025-01-24 17:30:00,A,454,511,27
PR00839,M020,P013,2025-12-28 01:45:00,A,768,823,39
PR00840,M012,P003,2025-10-15 01:00:00,C,471,351,19
PR00841,M005,P002,2025-05-30 22:45:00,A,818,750,19
PR00842,M010,P009,2025-08-13 13:00:00,A,551,548,17
PR00843,M014,P013,2025-02-13 08:30:00,A,724,605,28
PR00844,M017,P013,2025-03-12 13:45:00,C,719,733,42
PR00845,M011,P006,2025-07-05 00:45:00,B,449,439,4
PR00846,M005,P015,2025-03-26 13:00:00,C,702,656,27
PR00847,M011,P015,2025-01-30 20:30:00,B,729,612,13
PR00848,M018,P010,2025-01-05 08:15:00,C,713,588,10
PR00849,M011,P007,2025-11-30 14:30:00,C,964,844,6
PR00850,M017,P006,2025-03-06 16:30:00,C,518,418,15
PR00851,M017,P002,2025-03-23 00:00:00,C,852,798,36
PR00852,M004,P008,2025-01-31 11:30:00,B,942,911,11
PR00853,M018,P014,2025-10-21 23:00:00,C,764,648,24
PR00854,M019,P011,2025-04-30 11:30:00,A,591,625,31
PR00855,M004,P003,2025-07-13 16:15:00,C,407,284,7
PR00856,M016,P004,2025-08-06 13:00:00,B,394,260,14
PR00857,M014,P008,2025-02-09 11:45:00,C,902,844,31
PR00858,M015,P003,2025-09-08 23:45:00,C,466,290,3
PR00859,M004,P010,2025-09-20 16:00:00,B,517,477,17
PR00860,M004,P006,2025-02-26 03:30:00,B,885,734,25
PR00861,M010,P015,2025-07-11 09:30:00,B,797,620,17
PR00862,M002,P007,2025-04-21 05:45:00,B,302,279,7
PR00863,M005,P009,2025-10-21 09:45:00,C,645,591,23
PR00864,M020,P011,2025-08-24 14:45:00,C,452,475,11
PR00865,M009,P011,2025-07-29 12:15:00,A,704,643,19
PR00866,M010,P009,2025-03-26 22:00:00,C,885,853,40
PR00867,M017,P004,2025-03-05 20:00:00,B,497,472,27
